Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR29131293,2024-05-31 01:10:07,2024-05-22 15:57:39,131378885,25827528281,131378885,196,7857,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131293/SRR29131293.lite.1,SRX24654820,GSM8286161,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390521,SAMN41494550,simple,9606,Homo sapiens,GSM8286161,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,353ED6F33102A6A67DE5F061B0AC10CC,D1D800B832E8D613A0B18C1DDF79F14D
SRR29131292,2024-05-31 01:10:07,2024-05-22 15:59:43,146406274,28763723374,146406274,196,8796,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131292/SRR29131292.lite.1,SRX24654821,GSM8286162,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390522,SAMN41494549,simple,9606,Homo sapiens,GSM8286162,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,C76C917E908D623A6F1BEC4DB51D6A73,E7D183449235111AD5A7A4AC82A9D8DC
SRR29131291,2024-05-31 01:10:07,2024-05-22 16:03:48,178469933,35237931795,178469933,197,10623,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131291/SRR29131291.lite.1,SRX24654822,GSM8286163,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390523,SAMN41494548,simple,9606,Homo sapiens,GSM8286163,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,FF8E56CD0C203C79950B5A4E9203995A,BCC29AE0621EBF89907DCDD20D8564E6
SRR29131290,2024-05-31 01:10:07,2024-05-22 16:03:39,166739424,32857033592,166739424,197,10095,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131290/SRR29131290.lite.1,SRX24654823,GSM8286164,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390524,SAMN41494547,simple,9606,Homo sapiens,GSM8286164,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,F702C6E2F8654F415976EF93AF038335,4BB95C5FC731F542C4ADD5EE7EED2335
SRR29131289,2024-05-31 01:10:07,2024-05-22 15:57:11,151445711,29754958049,151445711,196,9131,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131289/SRR29131289.lite.1,SRX24654824,GSM8286165,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390525,SAMN41494546,simple,9606,Homo sapiens,GSM8286165,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,7533293F3A557C0BEDDB99ABE929BBA0,2FE71A175698A92C2A2E4E7D3DF2924A
SRR29131288,2024-05-31 01:10:07,2024-05-22 15:49:56,108123434,21443119154,108123434,198,6911,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131288/SRR29131288.lite.1,SRX24654825,GSM8286166,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390526,SAMN41494545,simple,9606,Homo sapiens,GSM8286166,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,65BA6FF9C4335627BCD03530D07E1CF1,70F2C5E37CC416DF4AF1DB7CB63D2526
SRR29131287,2024-05-31 01:10:07,2024-05-22 16:06:24,155429684,30716166952,155429684,197,9366,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131287/SRR29131287.lite.1,SRX24654826,GSM8286167,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390527,SAMN41494544,simple,9606,Homo sapiens,GSM8286167,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,0653771CD0BFD24FC080476C989D5A2D,EBEE9D540D8F82E0AAA58E9A0AFAB953
SRR29131286,2024-05-31 01:10:07,2024-05-22 16:30:21,155683532,30655066928,155683532,196,9364,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131286/SRR29131286.lite.1,SRX24654827,GSM8286168,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390528,SAMN41494543,simple,9606,Homo sapiens,GSM8286168,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,11E44B1EB0F5190325D1BCFF948BDA29,558BC55ECC9948B4D2821912D64095EE
SRR29131285,2024-05-31 01:10:07,2024-05-22 15:58:48,135839814,26963399226,135839814,198,8899,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131285/SRR29131285.lite.1,SRX24654828,GSM8286169,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390529,SAMN41494542,simple,9606,Homo sapiens,GSM8286169,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,58A6C24CE1B3C69471EE363127E6614B,DE471B246189572AFF78984F88E14FC1
SRR29131284,2024-05-31 01:10:07,2024-05-22 16:01:57,149887535,29675124383,149887535,197,9228,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos6/sra-pub-zq-40/SRR029/29131/SRR29131284/SRR29131284.lite.1,SRX24654829,GSM8286170,RNA-Seq,cDNA,TRANSCRIPTOMIC,PAIRED,0,0,ILLUMINA,Illumina NovaSeq 6000,SRP509258,PRJNA1114744,3,1114744,SRS21390530,SAMN41494541,simple,9606,Homo sapiens,GSM8286170,,,,,,,no,,,,,UNIVERSITY HOSPITAL ESSEN,SRA1874693,,public,038D73F18C2E0C7FCC2E7D0D9460F5FF,509BFDC4C7499FE2B658BCC42A948884
